eta,vf,rho_g_cc,particle_true_density_g_cc,E_mt_mpa,E_ds_mpa,E_hs_lo_mpa,E_hs_hi_mpa,nu_mt,specific_E
0.8375,0.035,1.1753776744140623,1.0479335546875,3152.778319187889,3154.102579109512,3152.778319187889,3282.1484875128367,0.34657133310809574,2682.353415262529
0.8375,0.04,1.1747173421875,1.0479335546875,3175.185670353976,3176.9212928560787,3175.185670353976,3322.975610663485,0.34608094503522235,2702.9358947245164
0.8375,0.045,1.1740570099609373,1.0479335546875,3197.743031296469,3199.947254677815,3197.743031296469,3363.9364071791547,0.3455903671174986,2723.6692972880955
0.8375,0.05,1.173396677734375,1.0479335546875,3220.4519674086037,3223.18259782485,3220.4519674086037,3405.0320896553308,0.34509958395572343,2744.555211820385
0.8375,0.055,1.1727363455078126,1.0479335546875,3243.314065627412,3246.6294782144696,3243.314065627412,3446.2638729262853,0.3446085800136024,2765.5952491376124
0.8375,0.06,1.17207601328125,1.0479335546875,3266.330934807808,3270.2900746337004,3266.330934807808,3487.632974258662,0.34411733961483876,2786.7910423861076
0.8375,0.065,1.1714156810546874,1.0479335546875,3289.5042061044674,3294.166589024184,3289.5042061044674,3529.140613542773,0.3436258469401678,2808.144247431239
0.8375,0.07,1.1707553488281248,1.0479335546875,3312.835533361722,3318.261246628589,3312.835533361722,3570.788013481697,0.34313408602433404,2829.6565432545117
0.8375,0.075,1.1700950166015625,1.0479335546875,3336.326593511625,3342.5762962301364,3336.326593511625,3612.5763997782283,0.3426420407530093,2851.329632358995
0.8375,0.08,1.1694346843749999,1.0479335546875,3359.97908698042,3367.1140103710386,3359.97908698042,3654.507001319931,0.3421496948596497,2873.165241183306
0.8375,0.085,1.1687743521484375,1.0479335546875,3383.794738103605,3391.876685571877,3383.794738103605,3696.5810503622074,0.3416570319222913,2895.1651205243543
0.8375,0.09,1.1681140199218751,1.0479335546875,3407.7752955497986,3416.866642551887,3407.7752955497986,3738.799782709669,0.3411640353602812,2917.3310459690524
0.8375,0.095,1.1674536876953125,1.0479335546875,3431.922532753667,3442.0862264501443,3431.922532753667,3781.1644378957803,0.3406706884309439,2939.664818335257
0.8375,0.1,1.16679335546875,1.0479335546875,3456.2382483580723,3467.5378070476027,3456.2382483580723,3823.6762593609387,0.3401769742261797,2962.168264122104
0.8375,0.105,1.1661330232421876,1.0479335546875,3480.7242666657285,3493.22377896151,3480.7242666657285,3866.3364946290503,0.33968287566899624,2984.8432359700328
0.8375,0.11,1.165472691015625,1.0479335546875,3505.382438100592,3519.1465619040882,3505.382438100592,3909.1463954827136,0.339188375509967,3007.691613130725
0.8375,0.115,1.1648123587890624,1.0479335546875,3530.214639679204,3545.3086009225285,3530.214639679204,3952.1072181370923,0.33869345632361936,3030.7153019471834
0.8375,0.12,1.1641520265625,1.0479335546875,3555.2227754922787,3571.7123665783374,3555.2227754922787,3995.2202234125525,0.338198100504748,3053.9162363442474
0.8375,0.125,1.1634916943359375,1.0479335546875,3580.4087771967647,3598.360355189236,3580.4087771967647,4038.4866769061664,0.33770229026465143,3077.296378329784
0.8375,0.13,1.1628313621093749,1.0479335546875,3605.7746045186605,3625.255089054172,3605.7746045186605,4081.9078491621553,0.3372060076272914,3100.8577185068257
0.8375,0.135,1.1621710298828125,1.0479335546875,3631.3222457668708,3652.3991166788564,3631.3222457668708,4125.485015841356,0.33670923442537143,3124.602276596961
0.8375,0.14,1.16151069765625,1.0479335546875,3657.053718358353,3679.795013001798,3657.053718358353,4169.219457889775,0.3362119522963335,3148.5321019752337
0.8375,0.145,1.1608503654296873,1.0479335546875,3682.971069354887,3707.4453796207954,3682.971069354887,4213.112461706337,0.3357141426782697,3172.6492742168707
0.8375,0.15,1.160190033203125,1.0479335546875,3709.07637601173,3735.3528450198505,3709.07637601173,4257.165319309858,0.3352157868057487,3196.9559036561286
0.8375,0.155,1.1595297009765624,1.0479335546875,3735.371746338521,3763.520064742535,3735.371746338521,4301.379328505359,0.33471686570555087,3221.454131957612
0.8375,0.16,1.1588693687499998,1.0479335546875,3761.8593196726542,3791.949721736421,3761.8593196726542,4345.755793049763,0.3342173601923146,3246.146132700304
0.8375,0.165,1.1582090365234374,1.0479335546875,3788.541267265581,3820.6445264928025,3788.541267265581,4390.296022817077,0.3337172508640872,3271.0341119747573
0.8375,0.17,1.1575487042968748,1.0479335546875,3815.419792882259,3849.6072172883487,3815.419792882259,4435.001333963058,0.33321651809778047,3296.120308993689
0.8375,0.17500000000000002,1.1568883720703125,1.0479335546875,3842.4971334141806,3878.840560416188,3842.4971334141806,4479.873049089532,0.3327151420445267,3321.406996716399
0.8375,0.18,1.15622803984375,1.0479335546875,3869.775559506274,3908.347350412618,3869.775559506274,4524.912497408338,0.3322131026249342,3346.8964824873356
0.8375,0.185,1.1555677076171873,1.0479335546875,3897.2573761981075,3938.1304102837785,3897.2573761981075,4570.121014905021,0.3317103795242377,3372.591108689218
0.8375,0.19,1.154907375390625,1.0479335546875,3924.9449235797338,3968.1925917322324,3924.9449235797338,4615.4999445023095,0.3312069521873424,3398.4932534110776
0.8375,0.195,1.1542470431640623,1.0479335546875,3952.840577462582,3998.536775383426,3952.840577462582,4661.050636223451,0.3307027998137578,3424.605331131642
0.8375,0.2,1.1535867109375,1.0479335546875,3980.9467500658016,4029.1658709953085,3980.9467500658016,4706.774447355442,0.33019790135241844,3450.9297934184374
0.8375,0.20500000000000002,1.1529263787109374,1.0479335546875,4009.265890718482,4060.0828176760515,4009.265890718482,4752.67274261229,0.3296922354963894,3477.4691296430888
0.8375,0.21,1.152266046484375,1.0479335546875,4037.8004865781495,4091.2905841844804,4037.8004865781495,4798.746894298201,0.3291857806774517,3504.2258677131845
0.8375,0.215,1.1516057142578124,1.0479335546875,4066.5530633660483,4122.792169072775,4066.5530633660483,4844.998282471,0.3286785150605661,3531.202574821247
0.8375,0.22,1.15094538203125,1.0479335546875,4095.526186119564,4154.590600935694,4095.526186119564,4891.428295105597,0.3281704165382104,3558.401858211169
0.8375,0.225,1.1502850498046875,1.0479335546875,4124.722459962358,4186.688938633152,4124.722459962358,4938.038328257675,0.3276614627245881,3585.8263659626928
0.8375,0.23,1.149624717578125,1.0479335546875,4154.144530892649,4219.090271512089,4154.144530892649,4984.829786227686,0.3271516309497038,3613.478787794371
0.8375,0.23500000000000001,1.1489643853515625,1.0479335546875,4183.795086590141,4251.797719627548,4183.795086590141,5031.804081725113,0.3266408982533016,3641.3618558855283
0.8375,0.24,1.148304053125,1.0479335546875,4213.676857242148,4284.814433962916,4213.676857242148,5078.962636033152,0.32612924137866417,3669.478345717781
0.8375,0.245,1.1476437208984374,1.0479335546875,4243.792616389386,4318.143596649242,4243.792616389386,5126.306879173759,0.32561663676626657,3697.831076936592
0.8375,0.25,1.146983388671875,1.0479335546875,4274.1451817920815,4351.78842113678,4274.1451817920815,5173.838250073248,0.3251030605472819,3726.4229142335157
0.8375,0.255,1.1463230564453124,1.0479335546875,4304.737416316872,4385.752152504242,4304.737416316872,5221.558196728344,0.3245884885369344,3755.256768249639
0.8375,0.26,1.14566272421875,1.0479335546875,4335.57222884511,4420.038067619119,4335.57222884511,5269.468176372901,0.3240728962276957,3784.3355965008127
0.8375,0.265,1.1450023919921875,1.0479335546875,4366.652575203232,4454.649475346813,4366.652575203232,5317.5696556452,0.32355625878231914,3813.662404325376
0.8375,0.27,1.1443420597656249,1.0479335546875,4397.981459115738,4489.589716771112,4397.981459115738,5365.864110755933,0.3230385510267089,3843.240245854896
0.8375,0.275,1.1436817275390625,1.0479335546875,4429.561933181474,4524.862165404447,4429.561933181474,5414.353027656966,0.3225197474426173,3873.0722250086683
0.8375,0.28,1.1430213953125,1.0479335546875,4461.397099873879,4560.470227396503,4461.397099873879,5463.037902210884,0.3219998221601672,3903.1614965126187
0.8375,0.28500000000000003,1.1423610630859375,1.0479335546875,4493.490112565873,4596.417341741104,4493.490112565873,5511.920240361312,0.3214787489501934,3933.5112669433097
0.8375,0.29,1.141700730859375,1.0479335546875,4525.8441765801135,4632.706980481289,4525.8441765801135,5561.001558304234,0.3209565012163971,3964.1247957977953
0.8375,0.295,1.1410403986328126,1.0479335546875,4558.462550265341,4669.342648897704,4558.462550265341,5610.283382660165,0.3204330519873105,3995.0053965900433
0.8375,0.3,1.14038006640625,1.0479335546875,4591.348546099586,4706.3278856995985,4591.348546099586,5659.767250647354,0.31990837390806254,4026.156437974741
0.8375,0.305,1.1397197341796876,1.0479335546875,4624.505531820998,4743.66626329636,4624.505531820998,5709.454710255998,0.3193824392319435,4057.5813448992194
0.8375,0.31,1.1390594019531248,1.0479335546875,4657.936931587176,4781.361387915878,4657.936931587176,5759.347320423621,0.3188552198117584,4089.2835997844318
0.8375,0.315,1.1383990697265625,1.0479335546875,4691.646227163714,4819.416899822021,4691.646227163714,5809.4466512114595,0.31832668709096806,4121.266743735677
0.8375,0.32,1.1377387374999999,1.0479335546875,4725.636959142975,4857.836473505036,4725.636959142975,5859.754283982189,0.31779681209460636,4153.53437778414
0.8375,0.325,1.1370784052734375,1.0479335546875,4759.912728193878,4896.623817869306,4759.912728193878,5910.271811578754,0.31726556541997086,4186.090164160003
0.8375,0.33,1.136418073046875,1.0479335546875,4794.4771963436915,4935.7826764183155,4794.4771963436915,5961.000838504608,0.3167329172270776,4218.937827598179
0.8375,0.335,1.1357577408203126,1.0479335546875,4829.334088292748,4975.316827436751,4829.334088292748,6011.942981105154,0.3161988372288742,4252.081156677578
0.8375,0.34,1.13509740859375,1.0479335546875,4864.487192763105,5015.23008416958,4864.487192763105,6063.099867750732,0.3156632946812043,4285.524005194958
0.8375,0.34500000000000003,1.1344370763671876,1.0479335546875,4899.940363882156,5055.5262949582675,4899.940363882156,6114.473139020867,0.3151262583725135,4319.270293574373
0.8375,0.35000000000000003,1.1337767441406248,1.0479335546875,4935.697522602283,5096.209343493704,4935.697522602283,6166.064447890177,0.3145876966132922,4353.324010313355
0.8375,0.355,1.1331164119140624,1.0479335546875,4971.7626581576005,5137.283148933849,4971.7626581576005,6217.875459915643,0.31404757722524484,4387.689213466858
0.8375,0.36,1.1324560796875,1.0479335546875,5008.139829558986,5178.751666068498,5008.139829558986,6269.907853425648,0.3135058675301775,4422.370032170234
0.8375,0.365,1.1317957474609375,1.0479335546875,5044.833167128517,5220.61888548654,5044.833167128517,6322.163319710465,0.3129625343385966,4457.370668202332
0.8375,0.37,1.1311354152343749,1.0479335546875,5081.846874074601,5262.888833733045,5081.846874074601,6374.643563214589,0.31241754393800786,4492.695397590063
0.8375,0.375,1.1304750830078123,1.0479335546875,5119.18522810898,5305.565573462357,5119.18522810898,6427.350301730699,0.3118708620809073,4528.34857225562
0.8375,0.38,1.12981475078125,1.0479335546875,5156.852583106992,5348.653203587096,5156.852583106992,6480.285266595461,0.3113224539724546,4564.334621707768
0.8375,0.385,1.1291544185546873,1.0479335546875,5194.853370812402,5392.155859422893,5194.853370812402,6533.450202887142,0.3107722842578181,4600.658054778541
0.8375,0.39,1.128494086328125,1.0479335546875,5233.192102588202,5436.077712819598,5233.192102588202,6586.846869625149,0.3102203170091822,4637.323461406762
0.8375,0.395,1.1278337541015624,1.0479335546875,5271.873371214871,5480.422972288875,5271.873371214871,6640.477039971454,0.30966651571240494,4674.3355144699235
0.8375,0.4,1.127173421875,1.0479335546875,5310.901852737549,5525.195883185355,5310.901852737549,6694.342501434063,0.30911084325331717,4711.69897166588
0.8375,0.405,1.1265130896484374,1.0479335546875,5350.282308363736,5570.400727780097,5350.282308363736,6748.44505607252,0.30855326190364823,4749.418677446041
0.8375,0.41000000000000003,1.125852757421875,1.0479335546875,5390.01958641311,5616.041825397572,5390.01958641311,6802.786520705482,0.3079937333065694,4787.499565001628
0.8375,0.41500000000000004,1.1251924251953125,1.0479335546875,5430.118624321119,5662.123532531027,5430.118624321119,6857.368727120493,0.30743221846184127,4825.946658304735
0.8375,0.42,1.12453209296875,1.0479335546875,5470.584450698149,5708.650242952526,5470.584450698149,6912.193522285916,0.30686867771055243,4864.7650742060005
0.8375,0.425,1.1238717607421873,1.0479335546875,5511.422187446018,5755.62638781754,5511.422187446018,6967.262768565179,0.30630307071943585,4903.960024590671
0.8375,0.43,1.1232114285156252,1.0479335546875,5552.637051933672,5803.0564357639105,5552.637051933672,7022.578343933265,0.30573535646475,4943.536818594995
0.8375,0.435,1.1225510962890624,1.0479335546875,5594.234359234074,5850.944893005056,5594.234359234074,7078.14214219569,0.30516549321570907,4983.500864884934
0.8375,0.44,1.1218907640625,1.0479335546875,5636.219524424222,5899.296303405372,5636.219524424222,7133.956073209742,0.30459343851745,5023.857673999205
0.8375,0.445,1.1212304318359374,1.0479335546875,5678.598064950481,5948.115248580294,5678.598064950481,7190.0220631083985,0.30401914917351613,5064.612860758844
0.8375,0.45,1.120570099609375,1.0479335546875,5721.375603061301,5997.406347968121,5721.375603061301,7246.34205452661,0.3034425812278477,5105.772146745432
0.8375,0.455,1.1199097673828124,1.0479335546875,5764.557868309669,6047.174258887829,5764.557868309669,7302.918006830326,0.3028636899462572,5147.341362850354
0.8375,0.46,1.11924943515625,1.0479335546875,5808.150700127552,6097.423676605618,5808.150700127552,7359.751896348059,0.3022824297973751,5189.3264518974
0.8375,0.465,1.1185891029296875,1.0479335546875,5852.160050474836,6148.159334389811,5852.160050474836,7416.84571660528,0.3016987544330478,5231.7334713412565
0.8375,0.47000000000000003,1.117928770703125,1.0479335546875,5896.5919865652095,6199.386003558896,5896.5919865652095,7474.201478561496,0.3011126166681681,5274.568596044387
0.8375,0.47500000000000003,1.1172684384765623,1.0479335546875,5941.452693671715,6251.108493522538,5941.452693671715,7531.821210850248,0.30052396845991997,5317.838121135069
0.8375,0.48,1.11660810625,1.0479335546875,5986.748478014558,6303.33165181541,5986.748478014558,7589.706960021933,0.2999327608864172,5361.548464949234
0.8375,0.485,1.1159477740234376,1.0479335546875,6032.485769734165,6356.060364123729,6032.485769734165,7647.860790789676,0.2993389441247141,5405.706172059149
0.8375,0.49,1.115287441796875,1.0479335546875,6078.67112595228,6409.299554301933,6078.67112595228,7706.284786278164,0.29874246742816885,5450.317916391796
0.8375,0.495,1.1146271095703124,1.0479335546875,6125.311233924288,6463.054184387168,6125.311233924288,7764.981048275591,0.2981432791031341,5495.39050444017
0.8375,0.5,1.1139667773437498,1.0479335546875,6172.412914285877,6517.329254601898,6172.412914285877,7823.951697488793,0.2975413264849532,5540.930878570702
0.8375,0.505,1.1133064451171875,1.0479335546875,6219.983124397367,6572.129803348165,6219.983124397367,7883.198873801547,0.2969365559132372,5586.946120430163
0.8375,0.51,1.1126461128906249,1.0479335546875,6268.02896178916,6627.460907195425,6268.02896178916,7942.72473653624,0.2963289127063976,5633.4434544556025
0.8375,0.515,1.1119857806640625,1.0479335546875,6316.557667711894,6683.3276808595865,6316.557667711894,8002.531464718818,0.2957183411354071,5680.430251490926
0.8375,0.52,1.1113254484375,1.0479335546875,6365.576630795017,6739.735277173698,6365.576630795017,8062.621257347212,0.2951047843967622,5727.914032513952
0.8375,0.525,1.1106651162109373,1.0479335546875,6415.093390817695,6796.688887050205,6415.093390817695,8122.996333663283,0.2944881845846187,5775.902472477889
0.8375,0.53,1.110004783984375,1.0479335546875,6465.115642596063,6854.193739434702,6465.115642596063,8183.658933428292,0.29386848266207,5824.4034042713365
0.8375,0.535,1.1093444517578126,1.0479335546875,6515.651239991047,6912.255101251138,6515.651239991047,8244.61131720202,0.2932456184315373,5873.42482280113
0.8375,0.54,1.10868411953125,1.0479335546875,6566.708200041151,6970.878277328328,6566.708200041151,8305.855766625666,0.29261953050423956,5922.974889202476
0.8375,0.545,1.1080237873046874,1.0479335546875,6618.294707224767,7030.0686103174385,6618.294707224767,8367.394584708449,0.2919901562687091,5973.061935181046
0.8375,0.55,1.1073634550781248,1.0479335546875,6670.419117856754,7089.831480656872,6670.419117856754,8429.230096118172,0.2913574318583183,6023.694467491845
0.8375,0.555,1.1067031228515625,1.0479335546875,6723.089964624285,7150.172306432324,6723.089964624285,8491.36464747566,0.29072129211778036,6074.881172559974
0.8375,0.56,1.1060427906249999,1.0479335546875,6776.315961267111,7211.096543289112,6776.315961267111,8553.80060765327,0.29008167056858614,6126.630921248505
0.8375,0.5650000000000001,1.1053824583984375,1.0479335546875,6830.106007407617,7272.609684320533,6830.106007407617,8616.540368077493,0.28943849937333793,6178.952773778947
0.8375,0.5700000000000001,1.104722126171875,1.0479335546875,6884.469193536354,7334.717259946862,6884.469193536354,8679.58634303576,0.28879170929893694,6231.855984810116
0.8375,0.5750000000000001,1.1040617939453123,1.0479335546875,6939.414806158843,7397.424837785059,6939.414806158843,8742.940969987481,0.2881412296785838,6285.350008681284
0.8375,0.58,1.10340146171875,1.0479335546875,6994.952333109819,7460.738022509475,6994.952333109819,8806.606709879517,0.28748698837254477,6339.444504825921
0.8375,0.585,1.1027411294921876,1.0479335546875,7051.091469041308,7524.662455703877,7051.091469041308,8870.586047466,0.2868289117276374,6394.149343362514
0.8375,0.59,1.102080797265625,1.0479335546875,7107.842121091161,7589.203815458252,7107.842121091161,8934.88149163276,0.28616692453538684,6449.474610869224
0.8375,0.595,1.1014204650390624,1.0479335546875,7165.214414739054,7654.367816867617,7165.214414739054,8999.495575726352,0.28550094998880093,6505.430616349529
0.8375,0.6,1.1007601328124998,1.0479335546875,7223.218699857224,7720.160211094045,7223.218699857224,9064.430857887784,0.28483090963771035,6562.0278973962495
0.8400000000000001,0.0,1.18,1.0345318399999996,2999.9999999999995,2999.9999999999995,2999.9999999999995,2999.999999999998,0.35,2542.372881355932
0.8400000000000001,0.005,1.1792726592,1.0345318399999996,3021.261365525513,3021.287327711057,3021.261365525513,3039.2371762849516,0.3495102641655797,2561.9701618242293
0.8400000000000001,0.01,1.1785453183999999,1.0345318399999996,3042.6604804156623,3042.7646837138573,3042.6604804156623,3078.5972545427912,0.34902041553287183,2581.708512105751
0.8400000000000001,0.015,1.1778179776,1.0345318399999996,3064.1987401396814,3064.433996675402,3064.1987401396814,3118.0813937941225,0.34853043967979813,2601.5893783379806
0.8400000000000001,0.02,1.1770906367999998,1.0345318399999996,3085.8775587757423,3086.297215597834,3085.8775587757423,3157.69075418087,0.348040322065809,2621.614226042022
0.8400000000000001,0.025,1.176363296,1.0345318399999996,3107.6983693242914,3108.356310012384,3107.6983693242914,3197.4264971616467,0.347550048029368,2641.7845404488817
0.8400000000000001,0.03,1.1756359551999997,1.0345318399999996,3129.6626240277374,3130.6132701743404,3129.6626240277374,3237.289785704394,0.34705960278538955,2662.1018268323696
0.8400000000000001,0.035,1.1749086143999998,1.0345318399999996,3151.7717946966213,3153.07010725907,3151.7717946966213,3277.28178447641,0.3465689714226285,2682.5676108487487
0.8400000000000001,0.04,1.1741812735999997,1.0345318399999996,3174.0273730424183,3175.7288535590615,3174.0273730424183,3317.4036600318473,0.34607813890102146,2703.1834388832985
0.8400000000000001,0.045,1.1734539327999998,1.0345318399999996,3196.430871017153,3198.591562681983,3196.430871017153,3357.656580996875,0.3455870900489781,2723.9508784039704
0.8400000000000001,0.05,1.172726592,1.0345318399999996,3218.983821159955,3221.6603097497573,3218.983821159955,3398.041718252525,0.3450958095606208,2744.8715183222816
0.8400000000000001,0.055,1.1719992512,1.0345318399999996,3241.687776950757,3244.9371915910524,3241.687776950757,3438.560245115388,0.34460428199297216,2765.9469693616447
0.8400000000000001,0.06,1.1712719104,1.0345318399999996,3264.5443131712923,3268.424326917492,3264.5443131712923,3479.213337516278,0.3441124917630883,2787.1788644332987
0.8400000000000001,0.065,1.1705445695999999,1.0345318399999996,3287.5550262735537,3292.123856608851,3287.5550262735537,3520.002174176891,0.3436204231451376,2808.5688590200216
0.8400000000000001,0.07,1.1698172288,1.0345318399999996,3310.7215347559304,3316.0379438362916,3310.7215347559304,3560.9279367846757,0.3431280602674219,2830.118631567833
0.8400000000000001,0.075,1.1690898879999998,1.0345318399999996,3334.0454795471715,3340.1687742888475,3334.0454795471715,3601.991810165874,0.34263538710934105,2851.829883885859
0.8400000000000001,0.08,1.1683625471999999,1.0345318399999996,3357.5285243983917,3364.5185563768205,3357.5285243983917,3643.194982456932,0.3421423874982966,2873.7043415545663
0.8400000000000001,0.085,1.1676352064,1.0345318399999996,3381.1723562833113,3389.0895214359443,3381.1723562833113,3684.5386452743583,0.34164904510653554,2895.7437543425817
0.8400000000000001,0.09,1.1669078656,1.0345318399999996,3404.978685806932,3413.8839239322897,3404.978685806932,3726.0239938830528,0.34115534344793136,2917.949896632295
0.8400000000000001,0.095,1.1661805248000001,1.0345318399999996,3428.949247622846,3438.9040416679018,3428.949247622846,3767.6522273632654,0.3406612658747008,2940.3245678544586
0.8400000000000001,0.1,1.165453184,1.0345318399999996,3453.085800859417,3464.152175987126,3453.085800859417,3809.4245487762187,0.3401667955740554,2962.869592932029
0.8400000000000001,0.105,1.1647258432,1.0345318399999996,3477.3901295550286,3489.630651965422,3477.3901295550286,3851.3421653285263,0.339671915564785,2985.5868227334518
0.8400000000000001,0.11,1.1639985024,1.0345318399999996,3501.8640431026483,3515.3418186191248,3501.8640431026483,3893.406288535428,0.3391766086937727,3008.4781345356555
0.8400000000000001,0.115,1.1632711616,1.0345318399999996,3526.5093767039043,3541.2880491709693,3526.5093767039043,3935.6181343829794,0.33868085763243916,3031.5454324969523
0.8400000000000001,0.12,1.1625438207999998,1.0345318399999996,3551.32799183298,3567.4717411891265,3551.32799183298,3977.9789234891973,0.33818464487311367,3054.7906481401687
0.8400000000000001,0.125,1.16181648,1.0345318399999996,3576.3217767104898,3593.8953168179396,3576.3217767104898,4020.489881264335,0.3376879527253309,3078.2157408461703
0.8400000000000001,0.13,1.1610891392,1.0345318399999996,3601.492646787662,3620.5612229863264,3601.492646787662,4063.152238070243,0.33719076331205183,3101.82269835813
0.8400000000000001,0.135,1.1603617983999999,1.0345318399999996,3626.8425452410484,3647.471931616545,3626.8425452410484,4105.967229379011,0.3366930585658049,3125.6135372967556
0.8400000000000001,0.14,1.1596344576,1.0345318399999996,3652.3734434780417,3674.629939833297,3652.3734434780417,4148.936095930842,0.3361948202247481,3149.590303686783
0.8400000000000001,0.145,1.1589071167999998,1.0345318399999996,3678.0873416534832,3702.0377701731286,3678.0873416534832,4192.060083891308,0.33569602982864766,3173.755073495018
0.8400000000000001,0.15,1.1581797759999999,1.0345318399999996,3703.98626919763,3729.6979707941014,3703.98626919763,4235.340445008003,0.33519666871477244,3198.109953180214
0.8400000000000001,0.155,1.1574524351999997,1.0345318399999996,3730.0722853557986,3757.6131156511137,3730.0722853557986,4278.77843676672,0.334696718013701,3222.6570802551105
0.8400000000000001,0.16,1.1567250943999998,1.0345318399999996,3756.3474797399485,3785.785804759923,3756.3474797399485,4322.375322547123,0.33419615864503976,3247.398623860917
0.8400000000000001,0.165,1.1559977536,1.0345318399999996,3782.813972892573,3814.21866439957,3782.813972892573,4366.132371778063,0.33369497131304976,3272.3367853546088
0.8400000000000001,0.17,1.1552704128,1.0345318399999996,3809.4739168631536,3842.9143472896853,3809.4739168631536,4410.050860092555,0.33319313650217847,3297.4737989093196
0.8400000000000001,0.17500000000000002,1.1545430719999998,1.0345318399999996,3836.3294957975577,3871.875532814004,3836.3294957975577,4454.132069482489,0.33269063447249647,3322.8119321282093
0.8400000000000001,0.18,1.1538157312,1.0345318399999996,3863.382926540696,3901.1049272290447,3863.382926540696,4498.377288453116,0.33218744525503413,3348.35348667215
0.8400000000000001,0.185,1.1530883903999998,1.0345318399999996,3890.6364592527925,3930.6052638726087,3890.6364592527925,4542.787812177393,0.3316835486470167,3374.1007989015943
0.8400000000000001,0.19,1.1523610495999999,1.0345318399999996,3918.0923780396165,3960.3793033720567,3918.0923780396165,4587.364942650217,0.3311789242069955,3400.056240532982
0.8400000000000001,0.195,1.1516337087999997,1.0345318399999996,3945.753001597091,3990.429833852311,3945.753001597091,4632.109988842643,0.33067355124987097,3426.22221931013
0.8400000000000001,0.2,1.1509063679999998,1.0345318399999996,3973.6206838705857,4020.759671143536,3973.6206838705857,4677.024266856071,0.33016740884180645,3452.601179690915
0.8400000000000001,0.20500000000000002,1.1501790271999996,1.0345318399999996,4001.6978147293767,4051.371658929964,4001.6978147293767,4722.109100076572,0.3296604757950285,3479.1956035497583
0.8400000000000001,0.21,1.1494516864,1.0345318399999996,4029.9868206565866,4082.268669089403,4029.9868206565866,4767.3658193292395,0.32915273066251083,3506.0080108962347
0.8400000000000001,0.215,1.1487243456,1.0345318399999996,4058.490165455126,4113.453601790236,4058.490165455126,4812.795763032799,0.3286441517325392,3533.0409606103553
0.8400000000000001,0.22,1.1479970047999999,1.0345318399999996,4087.2103509699555,4144.929385723483,4087.2103509699555,4858.4002773543925,0.3281347170231535,3560.2970511948465
0.8400000000000001,0.225,1.147269664,1.0345318399999996,4116.149917827224,4176.698978307802,4116.149917827224,4904.180716364659,0.3276244042764639,3587.7789215450084
0.8400000000000001,0.23,1.1465423231999998,1.0345318399999996,4145.311446190654,4208.765365892175,4145.311446190654,4950.138442193151,0.32711319095283775,3615.489251736551
0.8400000000000001,0.23500000000000001,1.1458149824,1.0345318399999996,4174.697556535697,4241.13156395774,4174.697556535697,4996.274825184087,0.3266010542249531,3643.4307638319265
0.8400000000000001,0.24,1.1450876415999998,1.0345318399999996,4204.310910441938,4273.800617318631,4204.310910441938,5042.59124405258,0.32608797097171544,3671.606222705687
0.8400000000000001,0.245,1.1443603007999998,1.0345318399999996,4234.154211404241,4306.775600321845,4234.154211404241,5089.089086041306,0.3255739177720345,3700.0184368893497
0.8400000000000001,0.25,1.14363296,1.0345318399999996,4264.230205663164,4340.059617028854,4264.230205663164,5135.769747077733,0.32505887089845587,3728.6702594363533
0.8400000000000001,0.255,1.1429056192,1.0345318399999996,4294.541683055183,4373.6558014096345,4294.541683055183,5182.634631931868,0.3245428063106449,3757.5645888076347
0.8400000000000001,0.26,1.1421782783999999,1.0345318399999996,4325.091477883272,4407.567317604784,4325.091477883272,5229.68515437468,0.32402569964871697,3786.7043697784197
0.8400000000000001,0.265,1.1414509376,1.0345318399999996,4355.882469808412,4441.797360044968,4355.882469808412,5276.922737337158,0.32350752622641127,3816.0925943668103
0.8400000000000001,0.27,1.1407235967999998,1.0345318399999996,4386.917584762614,4476.349153667112,4386.917584762614,5324.348813070093,0.3229882610241035,3845.732302784792
0.8400000000000001,0.275,1.1399962559999999,1.0345318399999996,4418.19979588408,4511.225954104881,4418.19979588408,5371.964823304624,0.3224678786816516,3875.626584412292
0.8400000000000001,0.28,1.1392689151999997,1.0345318399999996,4449.73212447511,4546.431047877464,4449.73212447511,5419.772219413574,0.3219463534910716,3905.778578794942
0.8400000000000001,0.28500000000000003,1.1385415743999998,1.0345318399999996,4481.517640983421,4581.967752576569,4481.517640983421,5467.772462573687,0.32142365938903705,3936.1914766662226
0.8400000000000001,0.29,1.1378142336,1.0345318399999996,4513.559466007536,4617.839417051575,4513.559466007536,5515.967023928696,0.32089976994919805,3966.868520994688
0.8400000000000001,0.295,1.1370868928,1.0345318399999996,4545.86077132693,4654.049421592711,4545.86077132693,5564.357384753416,0.32037465837431434,3997.813008056978
0.8400000000000001,0.3,1.1363595519999998,1.0345318399999996,4578.424780957693,4690.6011780733015,4578.424780957693,5612.945036618777,0.31984829748819665,4029.028288537406
0.8400000000000001,0.305,1.1356322112,1.0345318399999996,4611.254772234351,4727.498130201655,4611.254772234351,5661.731481557885,0.31932065972745166,4060.517768654809
0.8400000000000001,0.31,1.1349048703999998,1.0345318399999996,4644.354076918747,4764.743753660398,4644.354076918747,5710.718232233232,0.3187917171330237,4092.284911317575
0.8400000000000001,0.315,1.1341775295999998,1.0345318399999996,4677.72608233662,4802.3415562684595,4677.72608233662,5759.906812104975,0.3182614413415279,4124.333237307525
