record_id,paper_id,sample_label,data_origin,matrix_class,matrix_name,particle_type,particle_grade,particle_true_density_g_cc,particle_mean_diameter_um,particle_wall_thickness_ratio,particle_volume_fraction,particle_weight_fraction,process_route,cure_or_process_temperature_c,additional_fillers,measured_density_g_cc,theoretical_density_g_cc,matrix_porosity_fraction,particle_breakage_fraction,test_type,strain_rate_per_s,temperature_c,standard,modulus_mpa,strength_mpa,strain_at_failure,energy_absorption_mj_m3,plateau_stress_mpa,densification_strain,specific_modulus_mpa_per_g_cc,specific_strength_mpa_per_g_cc,storage_modulus_mpa,loss_tangent,thermal_conductivity_w_mk,cte_per_k,moisture_uptake_pct,extractor_confidence,flags
W2328741706-000,W2328741706,"Neat epoxy resin matrix (FE model input constituent; Vs = 0, Vf = 0)",model,epoxy,Epoxy resin (generic; properties chosen as representative of epoxy syntactic foams in the literature),glass_microballoon,,,,,0.0,,other,,"None in this baseline; the study also models short E-glass fibres (16 um diameter, 80 um length) at 2, 4 and 6 vol.%",,1.16,,,compression,,,,3000.0,,,,,,,,,,,,,0.6,
W2607474824-000,W2607474824,"VPZ-17 (ВПЗ-17) cyanate-ester spheroplastic, 20 C",primary,other_thermoset,"Modified cyanate-ester binder VST-1210 (ВСТ-1210): aryl dicyanate (2,2-bis(cyanatophenyl)propane) oligomerisation product + cycloaliphatic epoxy oligomer",glass_microballoon,МС-ВП or МС-ВП-А9 (MS-VP / MS-VP-A9) hollow glass microspheres,,,,,,compression_molding,,,0.67,,,,tension,,20.0,,,33.0,,,,,,49.253731343283576,,,,,,0.85,
W2607474824-001,W2607474824,"VPZ-17 (ВПЗ-17) cyanate-ester spheroplastic, 160 C",primary,other_thermoset,Modified cyanate-ester binder VST-1210 (ВСТ-1210),glass_microballoon,МС-ВП or МС-ВП-А9 (MS-VP / MS-VP-A9) hollow glass microspheres,,,,,,compression_molding,,,0.67,,,,tension,,160.0,,,31.0,,,,,,46.26865671641791,,,,,,0.85,
W2607474824-002,W2607474824,"VPZ-17 (ВПЗ-17) cyanate-ester spheroplastic, 20 C",primary,other_thermoset,Modified cyanate-ester binder VST-1210 (ВСТ-1210),glass_microballoon,МС-ВП or МС-ВП-А9 (MS-VP / MS-VP-A9) hollow glass microspheres,,,,,,compression_molding,,,0.67,,,,compression,,20.0,,,92.0,,,,,,137.3134328358209,,,,,,0.85,
W2607474824-003,W2607474824,"VPZ-17 (ВПЗ-17) cyanate-ester spheroplastic, 160 C",primary,other_thermoset,Modified cyanate-ester binder VST-1210 (ВСТ-1210),glass_microballoon,МС-ВП or МС-ВП-А9 (MS-VP / MS-VP-A9) hollow glass microspheres,,,,,,compression_molding,,,0.67,,,,compression,,160.0,,,63.0,,,,,,94.02985074626865,,,,,,0.85,
W2607474824-004,W2607474824,"VPZ-17 (ВПЗ-17) cyanate-ester spheroplastic, 20 C",primary,other_thermoset,Modified cyanate-ester binder VST-1210 (ВСТ-1210),glass_microballoon,МС-ВП or МС-ВП-А9 (MS-VP / MS-VP-A9) hollow glass microspheres,,,,,,compression_molding,,,0.67,,,,flexure,,20.0,"GOST 4648-49 (ГОСТ 4648-49), static bending strength",,80.0,,,,,,119.40298507462686,,,,,,0.85,
W2607474824-005,W2607474824,"VPZ-17 (ВПЗ-17) cyanate-ester spheroplastic, 160 C",primary,other_thermoset,Modified cyanate-ester binder VST-1210 (ВСТ-1210),glass_microballoon,МС-ВП or МС-ВП-А9 (MS-VP / MS-VP-A9) hollow glass microspheres,,,,,,compression_molding,,,0.67,,,,flexure,,160.0,"GOST 4648-49 (ГОСТ 4648-49), static bending strength",,54.0,,,,,,80.59701492537313,,,,,,0.85,
W2948473375-000,W2948473375,SFC-1,primary,other_thermoplastic,Water dispersion of an acrylic polymer (acrylic binder),ceramic_hollow,Alumino-silicate (ceramic) hollow microspheres,,,,0.6,,other,,,0.315,,,,other,,,ISO 22007-2:2015,,,,,,,,,,,0.029,,,0.85,
W2948473375-001,W2948473375,SFC-2,primary,other_thermoplastic,Water dispersion of an acrylic polymer (acrylic binder),ceramic_hollow,Alumino-silicate (ceramic) hollow microspheres,,,,0.8,,other,,,0.215,,,,other,,,ISO 22007-2:2015,,,,,,,,,,,0.116,,,0.85,
W2948473375-002,W2948473375,SFG-1,primary,other_thermoplastic,Water dispersion of an acrylic polymer (acrylic binder),glass_microballoon,Hollow glass microspheres,,,,0.8,,other,,,0.125,,,,other,,,ISO 22007-2:2015,,,,,,,,,,,0.087,,,0.85,
W2948473375-003,W2948473375,SFG-2,primary,other_thermoplastic,Water dispersion of an acrylic polymer (acrylic binder),glass_microballoon,Hollow glass microspheres,,,,0.8,,other,,,0.165,,,,other,,,ISO 22007-2:2015,,,,,,,,,,,0.205,,,0.85,
W2953558900-000,W2953558900,"Polymeric syntactic foam, 220 kg/m3 (properties quoted from Gupta, Pinisetty and Shunmugasamy, 2013, 'Reinforced Polymer Matrix Syntactic Foams')",secondary,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,compression,,,,1500.0,30.0,,,,,6818.181818181818,136.36363636363637,,,,,,0.75,
W2953558900-001,W2953558900,"Polymeric syntactic foam, 320 kg/m3 (properties quoted from Gupta, Pinisetty and Shunmugasamy, 2013, 'Reinforced Polymer Matrix Syntactic Foams')",secondary,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,compression,,,,1500.0,40.0,,,,,4687.5,125.0,,,,,,0.75,
W2953558900-002,W2953558900,"Polymeric syntactic foam, 460 kg/m3 (properties quoted from Gupta, Pinisetty and Shunmugasamy, 2013, 'Reinforced Polymer Matrix Syntactic Foams')",secondary,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,compression,,,,1500.0,60.0,,,,,3260.869565217391,130.43478260869566,,,,,,0.75,
W2953558900-003,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,30.0,,,,20.0,,,,,,90.9090909090909,,,,,,0.8,
W2953558900-004,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,40.0,,,,27.7,,,,,,125.9090909090909,,,,,,0.8,
W2953558900-005,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,60.0,,,,30.0,,,,,,136.36363636363637,,,,,,0.8,
W2953558900-006,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,30.0,,,,23.2,,,,,,105.45454545454545,,,,,,0.8,
W2953558900-007,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,40.0,,,,30.0,,,,,,136.36363636363637,,,,,,0.8,
W2953558900-008,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,60.0,,,,33.0,,,,,,150.0,,,,,,0.8,
W2953558900-009,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,30.0,,,,25.0,,,,,,78.125,,,,,,0.8,
W2953558900-010,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,40.0,,,,35.1,,,,,,109.6875,,,,,,0.8,
W2953558900-011,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,60.0,,,,39.4,,,,,,123.125,,,,,,0.8,
W2953558900-012,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,30.0,,,,28.4,,,,,,88.75,,,,,,0.8,
W2953558900-013,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,40.0,,,,38.0,,,,,,118.75,,,,,,0.8,
W2953558900-014,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,60.0,,,,42.0,,,,,,131.25,,,,,,0.8,
W2953558900-015,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,30.0,,,,27.5,,,,,,59.78260869565217,,,,,,0.8,
W2953558900-016,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,40.0,,,,41.4,,,,,,90.0,,,,,,0.8,
W2953558900-017,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam filled tube, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,60.0,,,,50.0,,,,,,108.69565217391303,,,,,,0.8,
W2953558900-018,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,30.0,,,,32.4,,,,,,70.43478260869564,,,,,,0.8,
W2953558900-019,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,40.0,,,,44.5,,,,,,96.73913043478261,,,,,,0.8,
W2953558900-020,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam only, MAT_063 (MAT_CRUSHABLE_FOAM), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,60.0,,,,54.3,,,,,,118.04347826086955,,,,,,0.8,
W2953558900-021,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam filled tube, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,30.0,,,,26.8,,,,,,121.81818181818183,,,,,,0.8,
W2953558900-023,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam filled tube, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,60.0,,,,34.0,,,,,,154.54545454545453,,,,,,0.8,
W2953558900-024,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,30.0,,,,29.0,,,,,,131.8181818181818,,,,,,0.8,
W2953558900-025,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,40.0,,,,32.0,,,,,,145.45454545454547,,,,,,0.8,
W2953558900-026,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 220 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.22,,,,impact,60.0,,,,35.2,,,,,,160.0,,,,,,0.8,
W2953558900-027,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam filled tube, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,30.0,,,,31.8,,,,,,99.375,,,,,,0.8,
W2953558900-028,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam filled tube, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,40.0,,,,37.6,,,,,,117.5,,,,,,0.8,
W2953558900-030,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,30.0,,,,34.1,,,,,,106.5625,,,,,,0.8,
W2953558900-031,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,40.0,,,,40.8,,,,,,127.49999999999999,,,,,,0.8,
W2953558900-032,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 320 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.32,,,,impact,60.0,,,,45.1,,,,,,140.9375,,,,,,0.8,
W2953558900-033,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam filled tube, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,30.0,,,,33.5,,,,,,72.82608695652173,,,,,,0.8,
W2953558900-034,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam filled tube, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,40.0,,,,48.0,,,,,,104.34782608695652,,,,,,0.8,
W2953558900-035,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam filled tube, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,60.0,,,,58.6,,,,,,127.39130434782608,,,,,,0.8,
W2953558900-036,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 3.13 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,30.0,,,,37.0,,,,,,80.43478260869564,,,,,,0.8,
W2953558900-037,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 4.42 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,40.0,,,,51.3,,,,,,111.52173913043477,,,,,,0.8,
W2953558900-038,W2953558900,"LS-DYNA simulation, polymeric syntactic foam 460 kg/m3, foam only, MAT_024 (MAT_PIECEWISE_LINEAR_PLASTICITY), drop velocity 6.26 m/s",model,epoxy,epoxy,glass_microballoon,,,,,0.6,,other,,"nanoclay, 5% by volume",0.46,,,,impact,60.0,,,,61.8,,,,,,134.3478260869565,,,,,,0.8,
W4229639736-000,W4229639736,50HSF-100-0,primary,vinyl_ester,"Vinyl ester resin (DGEBA-based, 45% styrene), MEKP hardener, resin:hardener 97:3",glass_microballoon,3M K20,0.2,60.0,,0.5,,mechanical_mixing_cast,72.0,,,,,,flexure,,25.0,ASTM D790-03,,35.86,,,,,,,,,,,,0.85,
W4229639736-001,W4229639736,50HSF-0-100,primary,vinyl_ester,"Vinyl ester resin (DGEBA-based, 45% styrene), MEKP hardener, resin:hardener 97:3",fly_ash_cenosphere,Petra Buildcare fly ash cenospheres,,,,0.5,,mechanical_mixing_cast,72.0,,,,,,flexure,,25.0,ASTM D790-03,,43.19,,,,,,,,,,,,0.85,
W4229639736-002,W4229639736,60HSF-100-0,primary,vinyl_ester,"Vinyl ester resin (DGEBA-based, 45% styrene), MEKP hardener, resin:hardener 97:3",glass_microballoon,3M K20,0.2,60.0,,0.6,,mechanical_mixing_cast,72.0,,,,,,flexure,,25.0,ASTM D790-03,,22.7,,,,,,,,,,,,0.85,
W4229639736-003,W4229639736,60HSF-0-100,primary,vinyl_ester,"Vinyl ester resin (DGEBA-based, 45% styrene), MEKP hardener, resin:hardener 97:3",fly_ash_cenosphere,Petra Buildcare fly ash cenospheres,,,,0.6,,mechanical_mixing_cast,72.0,,,,,,flexure,,25.0,ASTM D790-03,,44.22,,,,,,,,,,,,0.85,
W4229639736-004,W4229639736,"Neat vinyl ester resin (value quoted from Tagliavia, Porfiri & Gupta, Composites Part B 41(1) 2010, 86-93 [ref 17])",secondary,vinyl_ester,Neat vinyl ester resin (no filler),glass_microballoon,,,,,0.0,,mechanical_mixing_cast,,,1.23,,,,flexure,,25.0,ASTM D790-03,,104.0,,,,,,84.55284552845528,,,,,,0.6,
W4231870301-000,W4231870301,"SHPB #2 - aluminium matrix syntactic foam, split Hopkinson pressure bar test at 21.6 m/s",primary,aluminum,,ceramic_hollow,,,,,,,other,,,,,,,impact,,,,,,,,,,,,,,,,,0.4,
W4231870301-004,W4231870301,"Kiser, He and Zok (1999), 'The mechanical response of ceramic micro-balloon reinforced aluminium matrix composites under compressive loading' - low wall-thickness-to-radius ratio, t/R = 0.12",secondary,aluminum,,ceramic_hollow,,,,0.88,,,other,,,,,,,compression,,,,,70.0,,,,,,,,,,,,0.5,
W4231870301-005,W4231870301,"Kiser, He and Zok (1999), 'The mechanical response of ceramic micro-balloon reinforced aluminium matrix composites under compressive loading' - high wall-thickness-to-radius ratio, t/R = 0.48",secondary,aluminum,,ceramic_hollow,,,,0.52,,,other,,,,,,,compression,,,,,230.0,,,,,,,,,,,,0.5,
W4318214589-000,W4318214589,"As-cast Al-Si-Cu-Mg / Al2O3 hollow spheres, 0.5-1 mm size range",primary,aluminum,"Cast Al-Si-Cu-Mg alloy (12.5 +/- 0.3 Si, 2.5 +/- 0.2 Cu, 1.2 +/- 0.1 Mg, 0.3 Ti, 0.2 Mn wt.%, balance Al)",ceramic_hollow,"Al2O3 hollow spheres, Gongyi City Hongle Mineral Products Co., Ltd; >99 % Al2O3; screened 0.5-1 mm",,850.0,0.903,,,other,750.0,,1.82,,,,compression,0.001,25.0,,,88.0,,37.1,66.55,0.5276,,48.35164835164835,,,,,,0.9,
W4318214589-001,W4318214589,"As-cast Al-Si-Cu-Mg / Al2O3 hollow spheres, 1-2 mm size range",primary,aluminum,Cast Al-Si-Cu-Mg alloy (12.5Si-2.5Cu-1.2Mg-0.3Ti-0.2Mn wt.%),ceramic_hollow,"Al2O3 hollow spheres (>99 % Al2O3), screened 1-2 mm",,1480.0,0.905,,,other,750.0,,1.67,,,,compression,0.001,25.0,,,60.5,,32.42,53.46,0.6231,,36.227544910179645,,,,,,0.9,
W4318214589-002,W4318214589,"As-cast Al-Si-Cu-Mg / Al2O3 hollow spheres, 2-3 mm size range",primary,aluminum,Cast Al-Si-Cu-Mg alloy (12.5Si-2.5Cu-1.2Mg-0.3Ti-0.2Mn wt.%),ceramic_hollow,"Al2O3 hollow spheres (>99 % Al2O3), screened 2-3 mm",,2580.0,0.909,,,other,750.0,,1.61,,,,compression,0.001,25.0,,,48.8,,10.71,27.25,0.3769,,30.310559006211175,,,,,,0.9,
W4318214589-003,W4318214589,"Heat-treated (515 C/1 h/air cool) Al-Si-Cu-Mg / Al2O3 hollow spheres, 0.5-1 mm",primary,aluminum,"Cast Al-Si-Cu-Mg alloy (12.5Si-2.5Cu-1.2Mg-0.3Ti-0.2Mn wt.%), homogenised 515 C/1 h/AC",ceramic_hollow,"Al2O3 hollow spheres (>99 % Al2O3), screened 0.5-1 mm",,850.0,0.903,,,other,750.0,,1.82,,,,compression,0.001,25.0,,,120.2,,56.33,87.71,0.6148,,66.04395604395604,,,,,,0.9,
W4318214589-004,W4318214589,"Heat-treated (515 C/2 h/air cool) Al-Si-Cu-Mg / Al2O3 hollow spheres, 0.5-1 mm",primary,aluminum,"Cast Al-Si-Cu-Mg alloy, homogenised 515 C/2 h/AC",ceramic_hollow,"Al2O3 hollow spheres (>99 % Al2O3), screened 0.5-1 mm",,850.0,0.903,,,other,750.0,,1.83,,,,compression,0.001,25.0,,,106.2,,54.25,87.1,0.6391,,58.0327868852459,,,,,,0.9,
W4318214589-005,W4318214589,"Heat-treated (515 C/1 h/AC + 165 C/3 h/AC) Al-Si-Cu-Mg / Al2O3 hollow spheres, 0.5-1 mm",primary,aluminum,"Cast Al-Si-Cu-Mg alloy, homogenised 515 C/1 h/AC then aged 165 C/3 h/AC",ceramic_hollow,"Al2O3 hollow spheres (>99 % Al2O3), screened 0.5-1 mm",,850.0,0.903,,,other,750.0,,1.75,,,,compression,0.001,25.0,,,117.3,,47.31,76.47,0.5581,,67.02857142857142,,,,,,0.9,
W4318214589-006,W4318214589,"Heat-treated (515 C/1 h/AC + 165 C/5 h/AC) Al-Si-Cu-Mg / Al2O3 hollow spheres, 0.5-1 mm",primary,aluminum,"Cast Al-Si-Cu-Mg alloy, homogenised 515 C/1 h/AC then aged 165 C/5 h/AC",ceramic_hollow,"Al2O3 hollow spheres (>99 % Al2O3), screened 0.5-1 mm",,850.0,0.903,,,other,750.0,,1.73,,,,compression,0.001,25.0,,,93.0,,45.46,75.17,0.5887,,53.75722543352601,,,,,,0.9,
W4318214589-007,W4318214589,"Literature comparison: 1100 aluminium, powder metallurgy, multi-shelled hollow spheres [ref 55 = Cao et al., Ceramics International 48 (2022) 18821]",secondary,aluminum,1100 aluminium,ceramic_hollow,,,,,,,powder_metallurgy,,,,,,,compression,,,,,,,48.74,,,,,,,,,,0.6,
W4318214589-008,W4318214589,"Literature comparison: Al-Mg alloy, stirring casting, cenospheres [ref 56 = Jung et al., MSEA 849 (2022) 143452]",secondary,aluminum,Al-Mg alloy,fly_ash_cenosphere,,,,,,,stir_casting,,,,,,,compression,,,,,,,146.88,,,,,,,,,,0.6,
W4318214589-009,W4318214589,"Literature comparison: 7055 Al alloy, gravity infiltration, Al2O3 hollow particles [ref 58 = Rao et al., Kovove Mater. 58 (2020) 395]",secondary,aluminum,7055 Al alloy,ceramic_hollow,,,,,,,other,,,,,,,compression,,,,,,,48.14,,,,,,,,,,0.6,
W4318214589-010,W4318214589,"Literature comparison: 6061 Al alloy, gravity infiltration, Al2O3 hollow spheres [ref 60 = Pan et al., J. Porous Mater. 27 (2020) 1127]",secondary,aluminum,6061 Al alloy,ceramic_hollow,,,,,,,other,,,,,,,compression,,,,,,,48.92,,,,,,,,,,0.6,
W4318214589-011,W4318214589,"Literature comparison: AA2014, stirring casting, cenospheres [ref 61 = Sahu et al., Mater. Sci. Technol. 35 (2019) 856]",secondary,aluminum,AA2014,fly_ash_cenosphere,,,,,,,stir_casting,,,,,,,compression,,,,,,,65.0,,,,,,,,,,0.6,
W4318214589-012,W4318214589,"Literature comparison: ZL111 Al alloy, gravity infiltration, alumina hollow spheres [ref 62 = Su, Wang & Hao, Compos. Struct. 226 (2019) 111197]",secondary,aluminum,ZL111 Al alloy,ceramic_hollow,,,,,,,other,,,,,,,compression,,,,,,,47.3,,,,,,,,,,0.6,
W4318214589-013,W4318214589,"Literature comparison: 5A03 Al alloy, pressure infiltration, glass cenospheres [ref 2 = Zhang et al., Compos. Struct. 183 (2018) 499]",secondary,aluminum,5A03 Al alloy,glass_microballoon,,,,,,,pressure_infiltration,,,,,,,compression,,,,,,,51.2,,,,,,,,,,0.6,
W4318214589-014,W4318214589,"Literature comparison: A356 Al alloy, counter-gravity infiltration, expanded perlite [ref 19 = Taherishargh et al., J. Alloys Compd. 737 (2018) 590]",secondary,aluminum,A356 Al alloy,other,Expanded perlite particles,,,,,,other,,,,,,,compression,,,,,,,19.8,,,,,,,,,,0.6,
W4318214589-015,W4318214589,"Literature comparison: A356 Al alloy, pressure infiltration, expanded perlite [ref 15 = Broxtermann et al., J. Alloys Compd. 691 (2017) 690]",secondary,aluminum,A356 Al alloy,other,Expanded perlite particles (high porosity P-MSF),,,,,,pressure_infiltration,,,,,,,compression,,,,,,,6.6,,,,,,,,,,0.6,
W4318214589-016,W4318214589,"Literature comparison: 5A06 Al alloy, pressure infiltration, glass cenospheres [ref 4 = Lin et al., MSEA 696 (2017) 236]",secondary,aluminum,5A06 Al alloy,glass_microballoon,,,,,,,pressure_infiltration,,,,,,,compression,,,,,,,62.8,,,,,,,,,,0.6,
W4318214589-017,W4318214589,"Literature comparison: AA2014 alloy, stirring casting, cenospheres (CaH2-foamed hybrid foam) [ref 63 = Birla et al., Trans. Indian Inst. Met. 70 (2017) 1827]",secondary,aluminum,AA2014 alloy,fly_ash_cenosphere,,,,,,,stir_casting,,,,,,,compression,,,,,,,23.5,,,,,,,,,,0.55,
